"Index","TDate","Expiry","Open","High","Low","Close","LTP","SettleP","NumCont","Turnov","OI","CinOI","UndVal","VWAP","Daydiff","Range","Op2Hi","Op2Lo","Range16","Range382","Range40","VAhigh","VAlow","Odist","Odist50","VWAP12","HWAP","LWAP","YHighless40","YLowplus40","BCF","SCF","Observ","NextOpen","Oplus18","Ominus18","FstminClose","OpenGap","Bullhk","Bearhk","Inside","Narrow"
"NIFTY",2009-10-05,2009-10-29,5000,5054,4995.05,5008.5,5012.9,5008.5,424378,1066285.85,24043300,-761250,5003.2,5025.17,8.5,58.9499999999998,54,4.94999999999982,9.43199999999997,22.5188999999999,23.5799999999999,5044.568,5004.482,0,0,5037.17,5047.6889,5002.6511,5030.42,5018.63,5076.5189,4972.5311,"Comments",0,5018,4982,0,-69.8500000000004,"0","BR1","0","0"
"NIFTY",2009-10-06,2009-10-29,5030.4,5046.8,4918.1,5039.05,5038.9,5039.05,769374,1915896.54,23919700,-123600,5027.4,4980.4,8.65000000000055,128.7,16.4000000000005,112.299999999999,20.592,49.1633999999999,51.4799999999999,5026.208,4938.692,0,0,4992.4,5029.5634,4931.2366,4995.32,4969.58,5095.9634,4868.9366,"Comments",0,5048.4,5012.4,0,21.8999999999996,"0","0","0","0"
"NIFTY",2009-10-07,2009-10-29,5070,5080,4964.3,4975.9,4974.85,4975.9,634054,1589533.02,24747800,828100,4985.75,5013.87,-94.1000000000004,115.7,10,105.7,18.512,44.1973999999999,46.2799999999999,5061.488,4982.812,0,0,5025.87,5058.0674,4969.6726,5033.72,5010.58,5124.1974,4920.1026,"Comments",0,5088,5052,0,30.9499999999998,"0","BR2","0","0"
"NIFTY",2009-10-08,2009-10-29,4999,5052,4972,5001.7,4986.25,5001.7,546343,1370098.36,24771350,23550,5002.25,5015.52,2.69999999999982,80,53,27,12.8,30.56,32,5039.2,4984.8,0,0,5027.52,5046.08,4984.96,5020,5004,5082.56,4941.44,"Comments",0,5017,4981,0,23.1000000000004,"0","0","1","0"
"NIFTY",2009-10-09,2009-10-29,5020,5027.5,4923.05,4934.5,4931,4934.5,504188,1251400.79,25527600,756250,4945.2,4964.02,-85.5,104.45,7.5,96.9499999999998,16.712,39.8998999999999,41.7799999999999,5010.788,4939.762,0,0,4976.02,5003.9199,4924.1201,4985.72,4964.83,5067.3999,4883.1501,"Comments",0,5038,5002,0,18.3000000000002,"0","BR3","0","0"
"NIFTY",2009-10-12,2009-10-29,4942,5075,4937.3,5059.5,5055,5059.5,591771,1483042.94,25373200,-154400,5054.25,5012.22,117.5,137.7,133,4.69999999999982,22.032,52.6013999999999,55.0799999999999,5052.968,4959.332,0,0,5024.22,5064.8214,4959.6186,5019.92,4992.38,5127.6014,4884.6986,"Comments",0,4960,4924,0,7.5,"BL1","0","0","0"
"NIFTY",2009-10-14,2009-10-29,5087,5129.9,5087,5114.85,5120,5114.85,383091,979085.91,25285300,-87900,5118.2,5111.51,27.8500000000004,42.8999999999996,42.8999999999996,0,6.86399999999994,16.3877999999999,17.1599999999999,5123.036,5093.864,0,0,5123.51,5127.8978,5095.1222,5112.74,5104.16,5146.2878,5070.6122,"Comments",0,5105,5069,0,27.5,"BL2","0","0","NR7"
"NIFTY",2009-10-15,2009-10-29,5144.65,5144.65,5067.55,5109.95,5112.3,5109.95,470849,1201198.94,24803800,-481500,5108.85,5102.27,-34.6999999999998,77.0999999999995,0,77.0999999999995,12.3359999999999,29.4521999999998,30.8399999999998,5132.314,5079.886,0,0,5114.27,5131.7222,5072.8178,5113.81,5098.39,5174.1022,5038.0978,"Comments",0,5162.65,5126.65,0,29.7999999999993,"0","0","0","0"
"NIFTY",2009-10-16,2009-10-29,5103,5149.75,5100.15,5143.25,5147.1,5143.25,299928,769648.88,24288100,-515700,5142.15,5132.22,40.25,49.6000000000004,46.75,2.85000000000036,7.93600000000006,18.9472000000001,19.8400000000001,5141.814,5108.086,0,0,5144.22,5151.1672,5113.2728,5129.91,5119.99,5168.6972,5081.2028,"Comments",0,5121,5085,0,-6.94999999999982,"BL3","0","0","0"
"NIFTY",2009-10-17,2009-10-29,5165,5165,5116.3,5125.65,5118.75,5125.65,78586,201565.56,24095050,-193050,5141.8,5129.81,-39.3500000000004,48.6999999999998,0,48.6999999999998,7.79199999999997,18.6033999999999,19.4799999999999,5157.208,5124.092,0,0,5141.81,5148.4134,5111.2066,5145.52,5135.78,5183.6034,5097.6966,"Comments",0,5183,5147,0,21.75,"0","0","0","0"
"NIFTY",2009-10-20,2009-10-29,5162.7,5168.5,5091.1,5104.45,5106.15,5104.45,495169,1269670.29,23086350,-1008700,5114.45,5128.23,-58.25,77.3999999999996,5.80000000000018,71.5999999999995,12.3839999999999,29.5667999999999,30.9599999999999,5156.116,5103.484,0,0,5140.23,5157.7968,5098.6632,5137.54,5122.06,5198.0668,5061.5332,"Comments",0,5180.7,5144.7,0,37.0500000000002,"0","BR1","0","0"
"NIFTY",2009-10-21,2009-10-29,5107.6,5122,5058.1,5070.8,5068.2,5070.8,416343,1060335.81,22999250,-87100,5063.6,5093.57,-36.8000000000002,63.8999999999996,14.3999999999996,49.5,10.2239999999999,24.4097999999999,25.5599999999999,5111.776,5068.324,0,0,5105.57,5117.9798,5069.1602,5096.44,5083.66,5146.4098,5033.6902,"Comments",0,5125.6,5089.6,0,3.15000000000055,"0","BR2","0","0"
"NIFTY",2009-10-22,2009-10-29,5053,5067.95,4972.6,4997.4,5002.1,4997.4,580995,1459213.3,22021950,-977300,4988.6,5023.15,-55.6000000000004,95.3499999999995,14.9499999999998,80.3999999999996,15.2559999999999,36.4236999999998,38.1399999999998,5052.694,4987.856,0,0,5035.15,5059.5737,4986.7263,5029.81,5010.74,5104.3737,4936.1763,"Comments",0,5071,5035,0,-17.8000000000002,"0","BR3","0","0"
"NIFTY",2009-10-23,2009-10-29,5046.2,5053.8,4987.3,5007.9,5007,5007.9,479576,1204002.1,20130950,-1891000,4997.05,5021.11,-38.3000000000002,66.5,7.60000000000036,58.8999999999996,10.64,25.403,26.6,5043.16,4997.94,0,0,5033.11,5046.513,4995.707,5027.2,5013.9,5079.203,4961.897,"Comments",0,5064.2,5028.2,0,48.8000000000002,"0","0","1","0"
"NIFTY",2009-10-26,2009-10-29,4999,5042.9,4965,4978.25,4971.5,4978.25,487578,1218797.32,18949650,-1181300,4970.9,4999.39,-20.75,77.8999999999996,43.8999999999996,34,12.4639999999999,29.7577999999999,31.1599999999999,5030.436,4977.464,0,0,5011.39,5029.1478,4969.6322,5011.74,4996.16,5072.6578,4935.2422,"Comments",0,5017,4981,0,-8.89999999999964,"0","0","0","0"
"NIFTY",2009-10-27,2009-10-29,4960,4964,4838,4848.55,4842,4848.55,741705,1817910.02,15675150,-3274500,4846.7,4901.98,-111.45,126,4,122,20.16,48.132,50.4,4943.84,4858.16,0,0,4913.98,4950.112,4853.848,4913.6,4888.4,5012.132,4789.868,"Comments",0,4978,4942,0,-18.25,"0","BR4","0","0"
"NIFTY",2009-10-28,2009-10-29,4823.25,4867.3,4792.05,4826.55,4832.95,4826.55,592744,1430216.32,11557700,-4117450,4826.15,4825.75,3.30000000000018,75.25,44.0500000000002,31.1999999999998,12.04,28.7455,30.1,4855.26,4804.09,0,0,4837.75,4854.4955,4797.0045,4837.2,4822.15,4896.0455,4763.3045,"Comments",0,4841.25,4805.25,0,-25.3000000000002,"0","BR5","0","0"
"NIFTY",2009-10-29,2009-10-29,4769,4826.55,4747.8,4750.25,4750.25,4750.55,498357,1191266.27,8537350,-3020350,4750.55,4780.77,-18.75,78.75,57.5500000000002,21.1999999999998,12.6,30.0825,31.5,4813.95,4760.4,0,0,4792.77,4810.8525,4750.6875,4795.05,4779.3,4856.6325,4717.7175,"Comments",0,4787,4751,0,-57.5500000000002,"0","BR6","0","0"
"NIFTY",2009-10-30,2009-11-26,4845,4862.5,4692,4707.75,4695.9,4707.75,686541,1637599.46,27055100,425050,4711.7,4770.58,-137.25,170.5,17.5,153,27.28,65.131,68.2,4835.22,4719.28,0,0,4782.58,4835.711,4705.449,4794.3,4760.2,4927.631,4626.869,"Comments",0,4863,4827,0,94.75,"0","BR7","0","0"
"NIFTY",2009-11-03,2009-11-26,4654.3,4734.9,4531.55,4559.35,4536.25,4559.35,692583,1611388.1,29041600,1986500,4563.9,4653.27,-94.9499999999998,203.349999999999,80.5999999999995,122.75,32.5359999999999,77.6796999999998,81.3399999999998,4702.364,4564.086,0,0,4665.27,4730.9497,4575.5903,4653.56,4612.89,4812.5797,4453.8703,"Comments",0,4672.3,4636.3,0,-53.4499999999998,"0","BR8","0","0"
"NIFTY",2009-11-04,2009-11-26,4585.3,4711.85,4581.2,4705.2,4711.85,4705.2,592870,1380196.01,26694450,-2347150,4710.8,4655.98,119.9,130.650000000001,126.55,4.10000000000036,20.9040000000001,49.9083000000002,52.2600000000002,4690.946,4602.104,0,0,4667.98,4705.8883,4606.0717,4659.59,4633.46,4761.7583,4531.2917,"Comments",0,4603.3,4567.3,0,25.9499999999998,"0","0","1","0"
"NIFTY",2009-11-05,2009-11-26,4690,4785,4600,4770.95,4777,4770.95,897640,2100480.47,27559250,864800,4765.55,4680.01,80.9499999999998,185,95,90,29.6,70.67,74,4755.4,4629.6,0,0,4692.01,4750.68,4609.34,4711,4674,4855.67,4529.33,"Comments",0,4708,4672,0,-15.1999999999998,"BL1","0","0","0"
"NIFTY",2009-11-06,2009-11-26,4814.95,4834.9,4755,4790.15,4797,4790.15,593717,1424766.1,26927300,-631950,4796.15,4799.48,-24.8000000000002,79.8999999999996,19.9499999999998,59.9499999999998,12.7839999999999,30.5217999999999,31.9599999999999,4822.116,4767.784,0,0,4811.48,4830.0018,4768.9582,4802.94,4786.96,4865.4218,4724.4782,"Comments",0,4832.95,4796.95,0,44,"BL2","0","0","NR4"
"NIFTY",2009-11-09,2009-11-26,4819.85,4909.7,4780.15,4903.15,4906.1,4903.15,524158,1271283.27,27723250,795950,4898.4,4850.76,83.2999999999993,129.55,89.8499999999995,39.7000000000007,20.728,49.4881000000001,51.8200000000001,4888.972,4800.878,0,0,4862.76,4900.2481,4801.2719,4857.88,4831.97,4959.1881,4730.6619,"Comments",0,4837.85,4801.85,0,29.7000000000007,"BL3","0","0","0"
"NIFTY",2009-11-10,2009-11-26,4942.9,4947.55,4850.05,4874.7,4872.15,4874.7,591420,1446819.46,26242050,-1481200,4881.7,4892.7,-68.1999999999998,97.5,4.65000000000055,92.8499999999995,15.6,37.245,39,4931.95,4865.65,0,0,4904.7,4929.945,4855.455,4908.55,4889.05,4984.795,4812.805,"Comments",0,4960.9,4924.9,0,39.75,"0","0","0","0"
"NIFTY",2009-11-11,2009-11-26,4887.15,5024,4867.35,5009.75,5013.95,5009.75,605133,1499284.05,26940400,698350,5003.95,4955.22,122.6,156.65,136.85,19.7999999999993,25.0639999999999,59.8402999999999,62.6599999999999,4998.936,4892.414,0,0,4967.22,5015.0603,4895.3797,4961.34,4930.01,5083.8403,4807.5097,"Comments",0,4905.15,4869.15,0,12.4499999999998,"BL4","0","0","0"
"NIFTY",2009-11-12,2009-11-26,4998,5017,4917.55,4953.1,4969.05,4953.1,643500,1599785.01,26748350,-192050,4952.65,4972.14,-44.8999999999996,99.4499999999998,19,80.4499999999998,15.912,37.9898999999999,39.7799999999999,5001.088,4933.462,0,0,4984.14,5010.1299,4934.1501,4977.22,4957.33,5054.9899,4879.5601,"Comments",0,5016,4980,0,-11.75,"0","0","1","0"
"NIFTY",2009-11-13,2009-11-26,4947.9,5023.7,4946.65,5002.65,5000.35,5002.65,540832,1350263.91,27719300,970950,4998.95,4993.28,54.75,77.0500000000002,75.8000000000002,1.25,12.328,29.4331000000001,30.8200000000001,5011.372,4958.978,0,0,5005.28,5022.7131,4963.8469,4992.88,4977.47,5053.1331,4917.2169,"Comments",0,4965.9,4929.9,0,-5.20000000000073,"0","0","0","NR7"
"NIFTY",2009-11-16,2009-11-26,5041,5082.5,5038,5062.45,5055.2,5062.45,353288,894465.46,27786000,66700,5058.05,5063.66,21.4499999999998,44.5,41.5,3,7.12,16.999,17.8,5075.38,5045.12,0,0,5075.66,5080.659,5046.661,5064.7,5055.8,5099.499,5021.001,"Comments",0,5059,5023,0,38.3500000000004,"BL5","0","0","NR7"
"NIFTY",2009-11-17,2009-11-26,5063.4,5073.9,5006,5063.4,5056.85,5063.4,465501,1172534.67,25884550,-1901450,5062.25,5037.73,0,67.8999999999996,10.5,57.3999999999996,10.8639999999999,25.9377999999999,27.1599999999999,5063.036,5016.864,0,0,5049.73,5063.6678,5011.7922,5046.74,5033.16,5099.8378,4980.0622,"Comments",0,5081.4,5045.4,0,0.949999999999818,"0","0","0","0"
"NIFTY",2009-11-18,2009-11-26,5042.7,5082,5035.25,5055.05,5057,5055.05,400152,1012824.62,25344650,-539900,5054.7,5062.2,12.3500000000004,46.75,39.3000000000002,7.44999999999982,7.48,17.8585,18.7,5074.52,5042.73,0,0,5074.2,5080.0585,5044.3415,5063.3,5053.95,5099.8585,5017.3915,"Comments",0,5060.7,5024.7,0,-20.6999999999998,"0","0","0","0"
"NIFTY",2009-11-19,2009-11-26,5049,5049,4962.1,4986.6,4984,4986.6,510500,1278437.23,23880900,-1463750,4989,5008.57,-62.3999999999996,86.8999999999996,0,86.8999999999996,13.9039999999999,33.1957999999999,34.7599999999999,5035.096,4976.004,0,0,5020.57,5041.7658,4975.3742,5014.24,4996.86,5082.1958,4928.9042,"Comments",0,5067,5031,0,-6.05000000000018,"0","BR1","0","0"
"NIFTY",2009-11-20,2009-11-26,4961.2,5077.8,4937,5066.25,5077.1,5066.25,642993,1609679.55,22432450,-1448450,5052.45,5006.83,105.05,140.8,116.6,24.1999999999998,22.528,53.7856000000001,56.3200000000001,5055.272,4959.528,0,0,5018.83,5060.6156,4953.0444,5021.48,4993.32,5131.5856,4883.2144,"Comments",0,4979.2,4943.2,0,-25.4000000000005,"BL1","0","0","0"
"NIFTY",2009-11-23,2009-11-26,5072.1,5119.45,5068.35,5108.3,5101.5,5108.3,426935,1088758.61,20198050,-2234400,5103.55,5100.35,36.1999999999998,51.0999999999995,47.3499999999995,3.75,8.17599999999991,19.5201999999998,20.4399999999998,5111.274,5076.526,0,0,5112.35,5119.8702,5080.8298,5099.01,5088.79,5138.9702,5048.8298,"Comments",0,5090.1,5054.1,0,5.85000000000036,"BL2","0","0","0"
"NIFTY",2009-11-24,2009-11-26,5099,5109,5050,5087.25,5073,5087.25,545324,1385995.03,15076900,-5121150,5090.55,5083.2,-11.75,59,10,49,9.44,22.538,23.6,5099.56,5059.44,0,0,5095.2,5105.738,5060.662,5085.4,5073.6,5131.538,5027.462,"Comments",0,5117,5081,0,-9.30000000000018,"0","0","0","0"
"NIFTY",2009-11-25,2009-11-26,5083.7,5139.8,5081.1,5108.25,5112.2,5108.25,398800,1020103.05,12707850,-2369050,5108.15,5115.86,24.5500000000002,58.6999999999998,56.1000000000004,2.59999999999945,9.39199999999997,22.4233999999999,23.4799999999999,5130.408,5090.492,0,0,5127.86,5138.2834,5093.4366,5116.32,5104.58,5162.2234,5058.6766,"Comments",0,5101.7,5065.7,0,-3.55000000000018,"0","0","0","0"
"NIFTY",2009-11-26,2009-11-26,5094.4,5108,4978.15,5005.3,5005.3,5005.55,559779,1413027.12,10216600,-2491250,5005.55,5048.52,-89.0999999999995,129.85,13.6000000000004,116.25,20.7760000000001,49.6027000000001,51.9400000000001,5087.224,4998.926,0,0,5060.52,5098.1227,4998.9173,5056.06,5030.09,5157.6027,4928.5473,"Comments",0,5112.4,5076.4,0,-13.8500000000004,"0","BR1","0","0"
"NIFTY",2009-11-27,2009-12-31,4918,4960,4801,4946.3,4953,4946.3,852768,2082122.55,26112950,989900,4941.75,4883.21,28.3000000000002,159,42,117,25.44,60.738,63.6,4934.56,4826.44,0,0,4895.21,4943.948,4822.472,4896.4,4864.6,5020.738,4740.262,"Comments",0,4936,4900,0,-87.3000000000002,"0","BR2","0","0"
"NIFTY",2009-11-30,2009-12-31,5003.05,5072.5,4990.1,5029.9,5023,5029.9,591358,1487332.7,25299700,-813250,5032.7,5030.23,26.8499999999995,82.3999999999996,69.4499999999998,12.9499999999998,13.1839999999999,31.4767999999999,32.9599999999999,5059.316,5003.284,0,0,5042.23,5061.7068,4998.7532,5039.54,5023.06,5103.9768,4958.6232,"Comments",0,5021.05,4985.05,0,56.75,"BL1","0","0","0"
"NIFTY",2009-12-01,2009-12-31,5046.1,5139,5046.1,5132.05,5130.8,5132.05,412304,1050970.96,26376500,1076800,5122,5098.04,85.9499999999998,92.8999999999996,92.8999999999996,0,14.8639999999999,35.4877999999999,37.1599999999999,5124.136,5060.964,0,0,5110.04,5133.5278,5062.5522,5101.84,5083.26,5174.4878,5010.6122,"Comments",0,5064.1,5028.1,0,16.2000000000007,"BL2","0","0","0"
"NIFTY",2009-12-02,2009-12-31,5147.7,5154,5103.7,5119,5115.8,5119,385830,989049.51,26272400,-104100,5123.25,5126.87,-28.6999999999998,50.3000000000002,6.30000000000018,44,8.04800000000003,19.2146000000001,20.1200000000001,5145.952,5111.748,0,0,5138.87,5146.0846,5107.6554,5133.88,5123.82,5173.2146,5084.4854,"Comments",0,5165.7,5129.7,0,15.6499999999996,"0","0","0","NR7"
"NIFTY",2009-12-03,2009-12-31,5140.1,5191.55,5115.05,5132.45,5122,5132.45,474125,1221665.04,27128850,856450,5131.7,5153.35,-7.65000000000055,76.5,51.4499999999998,25.0500000000002,12.24,29.223,30.6,5179.31,5127.29,0,0,5165.35,5182.573,5124.127,5160.95,5145.65,5220.773,5085.827,"Comments",0,5158.1,5122.1,0,21.1000000000004,"0","0","0","0"
"NIFTY",2009-12-04,2009-12-31,5090,5169.9,5078.3,5115.85,5130,5115.85,577449,1478645.79,27146150,17300,5108.9,5121.3,25.8500000000004,91.5999999999995,79.8999999999996,11.6999999999998,14.6559999999999,34.9911999999998,36.6399999999998,5155.244,5092.956,0,0,5133.3,5156.2912,5086.3088,5133.26,5114.94,5204.8912,5043.3088,"Comments",0,5108,5072,0,-42.4499999999998,"0","0","0","0"
"NIFTY",2009-12-07,2009-12-31,5135,5135,5051.05,5069.65,5060,5069.65,468101,1190233.62,26912850,-233300,5066.7,5085.37,-65.3500000000004,83.9499999999998,0,83.9499999999998,13.432,32.0688999999999,33.5799999999999,5121.568,5064.482,0,0,5097.37,5117.4389,5053.3011,5101.42,5084.63,5167.0689,5018.9811,"Comments",0,5153,5117,0,19.1499999999996,"0","BR1","0","0"
"NIFTY",2009-12-08,2009-12-31,5057.1,5162.8,5057.1,5157.95,5159.3,5157.95,579700,1482859.29,28106600,1193750,5147.95,5115.95,100.849999999999,105.7,105.7,0,16.912,40.3773999999999,42.2799999999999,5145.888,5074.012,0,0,5127.95,5156.3274,5075.5726,5120.52,5099.38,5203.1774,5016.7226,"Comments",0,5075.1,5039.1,0,-12.5499999999993,"BL1","0","0","0"
"NIFTY",2009-12-09,2009-12-31,5117.7,5151,5090.1,5122.5,5126.25,5122.5,495401,1269062.75,28063800,-42800,5112,5123.38,4.80000000000018,60.8999999999996,33.3000000000002,27.5999999999995,9.74399999999994,23.2637999999999,24.3599999999999,5141.256,5099.844,0,0,5135.38,5146.6438,5100.1162,5126.64,5114.46,5174.2638,5066.8362,"Comments",0,5135.7,5099.7,0,-40.25,"0","0","1","NR4"
"NIFTY",2009-12-10,2009-12-31,5107,5153.7,5084,5131.2,5128.85,5131.2,470264,1204431.35,27385500,-678300,5134.65,5122.36,24.1999999999998,69.6999999999998,46.6999999999998,23,11.152,26.6253999999999,27.8799999999999,5142.548,5095.152,0,0,5134.36,5148.9854,5095.7346,5125.82,5111.88,5180.3254,5057.3746,"Comments",0,5125,5089,0,-15.5,"0","0","0","0"
"NIFTY",2009-12-11,2009-12-31,5166,5188,5081.25,5111.6,5110.6,5111.6,568220,1457575.98,27107700,-277800,5117.3,5130.32,-54.3999999999996,106.75,22,84.75,17.08,40.7785,42.7,5170.92,5098.33,0,0,5142.32,5171.0985,5089.5415,5145.3,5123.95,5228.7785,5040.4715,"Comments",0,5184,5148,0,34.8000000000002,"0","0","0","0"
"NIFTY",2009-12-14,2009-12-31,5105,5167.5,5090.5,5107.4,5102.25,5107.4,529645,1358881.42,27097700,-10000,5105.7,5131.29,2.39999999999964,77,62.5,14.5,12.32,29.414,30.8,5155.18,5102.82,0,0,5143.29,5160.704,5101.876,5136.7,5121.3,5196.914,5061.086,"Comments",0,5123,5087,0,-6.60000000000036,"0","0","1","0"
"NIFTY",2009-12-15,2009-12-31,5111.25,5125,5017.1,5031.25,5021,5031.25,491061,1245656.95,26935950,-161750,5033.05,5073.33,-80,107.9,13.75,94.1499999999996,17.2639999999999,41.2177999999999,43.1599999999999,5107.736,5034.364,0,0,5085.33,5114.5478,5032.1122,5081.84,5060.26,5166.2178,4975.8822,"Comments",0,5129.25,5093.25,0,3.85000000000036,"0","BR1","0","0"
"NIFTY",2009-12-16,2009-12-31,5019.4,5072,5004,5040.7,5057.8,5040.7,550623,1386258.09,25309300,-1626650,5042.05,5035.23,21.3000000000002,68,52.6000000000004,15.3999999999996,10.88,25.976,27.2,5061.12,5014.88,0,0,5047.23,5061.206,5009.254,5044.8,5031.2,5097.976,4978.024,"Comments",0,5037.4,5001.4,0,-11.8500000000004,"0","0","0","NR4"
"NIFTY",2009-12-17,2009-12-31,5035,5068,5008.3,5036.45,5030,5036.45,521944,1314798.94,24240400,-1068900,5041.75,5038.08,1.44999999999982,59.6999999999998,33,26.6999999999998,9.55199999999997,22.8053999999999,23.8799999999999,5058.448,5017.852,0,0,5050.08,5060.8854,5015.2746,5044.12,5032.18,5090.8054,4985.4946,"Comments",0,5053,5017,0,-5.69999999999982,"0","0","1","NR7"
"NIFTY",2009-12-18,2009-12-31,5018,5049,4972.1,4986.8,4983.6,4986.8,497402,1246054.01,24514750,274350,4987.7,5010.25,-31.1999999999998,76.8999999999996,31,45.8999999999996,12.3039999999999,29.3757999999999,30.7599999999999,5036.696,4984.404,0,0,5022.25,5039.6258,4980.8742,5018.24,5002.86,5078.3758,4942.7242,"Comments",0,5036,5000,0,-18.4499999999998,"0","BR2","0","0"
"NIFTY",2009-12-21,2009-12-31,4990,4995.6,4937.15,4948.55,4940,4948.55,408898,1015682.91,23912550,-602200,4952.6,4967.9,-41.4499999999998,58.4500000000007,5.60000000000036,52.8500000000004,9.35200000000012,22.3279000000003,23.3800000000003,4986.248,4946.502,0,0,4979.9,4990.2279,4945.5721,4972.22,4960.53,5017.9279,4914.8221,"Comments",0,5008,4972,0,3.19999999999982,"0","BR3","0","NR7"
"NIFTY",2009-12-22,2009-12-31,4967.1,4999.9,4967.1,4989.5,4996,4989.5,328718,818865.27,22667100,-1245450,4985.85,4982.17,22.3999999999996,32.7999999999993,32.7999999999993,0,5.24799999999988,12.5295999999997,13.1199999999997,4994.652,4972.348,0,0,4994.17,4994.6996,4969.6404,4986.78,4980.22,5012.4296,4954.5704,"Comments",0,4985.1,4949.1,0,18.5500000000002,"0","0","0","NR7"
"NIFTY",2009-12-23,2009-12-31,4993,5161.9,4993,5156.85,5157.5,5156.85,693632,1767696.93,20602350,-2064750,5144.6,5096.93,163.85,168.9,168.9,0,27.0239999999999,64.5197999999999,67.5599999999999,5134.876,5020.024,0,0,5108.93,5161.4498,5032.4102,5094.34,5060.56,5226.4198,4928.4802,"Comments",0,5011,4975,0,3.5,"BL1","0","0","0"
"NIFTY",2009-12-24,2009-12-31,5159.95,5209.95,5136.4,5185.4,5177,5185.4,439519,1136506.02,18898050,-1704300,5178.4,5171.59,25.4499999999998,73.5500000000002,50,23.5500000000002,11.768,28.0961000000001,29.4200000000001,5198.182,5148.168,0,0,5183.59,5199.6861,5143.4939,5180.53,5165.82,5238.0461,5108.3039,"Comments",0,5177.95,5141.95,0,3.09999999999945,"BL2","0","0","0"
"NIFTY",2009-12-29,2009-12-31,5191.05,5224.8,5175,5194.15,5195,5194.15,341840,888872.76,14898050,-4e+06,5187.95,5200.52,3.09999999999945,49.8000000000002,33.75,16.0500000000002,7.96800000000003,19.0236000000001,19.9200000000001,5216.832,5182.968,0,0,5212.52,5219.5436,5181.4964,5204.88,5194.92,5243.8236,5155.9764,"Comments",0,5209.05,5173.05,0,5.65000000000055,"0","0","0","0"
"NIFTY",2009-12-30,2009-12-31,5185,5198.7,5155,5168.55,5169,5168.55,355174,919621.08,12539150,-2358900,5169.45,5178.43,-16.4499999999998,43.6999999999998,13.6999999999998,30,6.99199999999997,16.6933999999999,17.4799999999999,5191.708,5161.992,0,0,5190.43,5195.1234,5161.7366,5181.22,5172.48,5215.3934,5138.3066,"Comments",0,5203,5167,0,-9.14999999999964,"0","BR1","0","NR4"
"NIFTY",2009-12-31,2009-12-31,5193.1,5229,5191.2,5202.3,5202.3,5201.05,400849,1044297.01,9671000,-2868150,5201.05,5210.43,9.19999999999982,37.8000000000002,35.8999999999996,1.90000000000055,6.04800000000003,14.4396000000001,15.1200000000001,5222.952,5197.248,0,0,5222.43,5224.8696,5195.9904,5213.88,5206.32,5243.4396,5176.7604,"Comments",0,5211.1,5175.1,0,24.5500000000002,"BL1","0","0","NR4"
"NIFTY",2010-01-04,2010-01-28,5225,5247,5210,5239.8,5243,5239.8,237231,620467.68,23014150,1012250,5232.2,5230.92,14.8000000000002,37,22,15,5.92,14.134,14.8,5241.08,5215.92,0,0,5242.92,5245.054,5216.786,5232.2,5224.8,5261.134,5195.866,"Comments",0,5243,5207,0,22.6999999999998,"BL2","0","0","NR4"
"NIFTY",2010-01-05,2010-01-28,5280,5295,5263.05,5281.2,5277,5281.2,339132,895347.06,24064400,1050250,5277.9,5280.23,1.19999999999982,31.9499999999998,15,16.9499999999998,5.11199999999997,12.2048999999999,12.7799999999999,5289.888,5268.162,0,0,5292.23,5292.4349,5268.0251,5282.22,5275.83,5307.2049,5250.8451,"Comments",0,5298,5262,0,40.1999999999998,"BL3","0","0","NR7"
"NIFTY",2010-01-06,2010-01-28,5303.25,5303.25,5266.25,5288.7,5291.4,5288.7,295156,779783.74,24499250,434850,5281.8,5283.88,-14.5500000000002,37,0,37,5.92,14.134,14.8,5297.33,5272.17,0,0,5295.88,5298.014,5269.746,5288.45,5281.05,5317.384,5252.116,"Comments",0,5321.25,5285.25,0,22.0500000000002,"0","0","0","0"
"NIFTY",2010-01-07,2010-01-28,5293,5293,5245.15,5266.35,5259,5266.35,325130,856111.21,24391400,-107850,5263.1,5266.27,-26.6499999999996,47.8500000000004,0,47.8500000000004,7.65600000000006,18.2787000000001,19.1400000000001,5285.344,5252.806,0,0,5278.27,5284.5487,5247.9913,5273.86,5264.29,5311.2787,5226.8713,"Comments",0,5311,5275,0,4.30000000000018,"0","0","0","0"
"NIFTY",2010-01-08,2010-01-28,5270.5,5286,5236.4,5249.45,5258.45,5249.45,277090,729065.28,24155600,-235800,5244.75,5262.3,-21.0500000000002,49.6000000000004,15.5,34.1000000000004,7.93600000000006,18.9472000000001,19.8400000000001,5278.064,5244.336,0,0,5274.3,5281.2472,5243.3528,5266.16,5256.24,5304.9472,5217.4528,"Comments",0,5288.5,5252.5,0,4.14999999999964,"0","0","0","0"
"NIFTY",2010-01-11,2010-01-28,5275,5295,5248.15,5256.1,5257.3,5256.1,250924,661239.1,25060800,905200,5249.4,5270.43,-18.8999999999996,46.8500000000004,20,26.8500000000004,7.49600000000006,17.8967000000001,18.7400000000001,5287.504,5255.646,0,0,5282.43,5288.3267,5252.5333,5276.26,5266.89,5312.8967,5230.2533,"Comments",0,5293,5257,0,25.5500000000002,"0","0","0","0"
